Date,Close
15/10/2013," 3,027.11 "
16/10/2013," 3,005.33 "
17/10/2013," 3,004.30 "
18/10/2013," 3,089.33 "
21/10/2013," 3,110.07 "
22/10/2013," 3,106.96 "
23/10/2013," 3,084.15 "
24/10/2013," 3,071.70 "
25/10/2013," 3,015.70 "
28/10/2013," 3,047.85 "
29/10/2013," 3,040.59 "
30/10/2013," 3,033.33 "
31/10/2013," 3,026.07 "
01/11/2013," 3,007.41 "
04/11/2013," 2,992.89 "
05/11/2013," 2,982.52 "
06/11/2013," 3,040.59 "
07/11/2013," 3,069.63 "
08/11/2013," 3,021.93 "
11/11/2013," 3,045.78 "
12/11/2013," 3,044.74 "
13/11/2013," 3,013.63 "
14/11/2013," 3,022.96 "
15/11/2013," 3,003.26 "
18/11/2013," 2,991.85 "
19/11/2013," 2,997.04 "
20/11/2013," 3,001.19 "
21/11/2013," 2,985.63 "
22/11/2013," 2,985.63 "
25/11/2013," 3,022.96 "
26/11/2013," 3,016.74 "
27/11/2013," 3,027.11 "
28/11/2013," 3,046.81 "
29/11/2013," 3,039.56 "
02/12/2013," 3,019.85 "
03/12/2013," 2,969.04 "
04/12/2013," 2,933.78 "
05/12/2013," 2,933.78 "
06/12/2013," 2,978.37 "
09/12/2013," 2,988.74 "
10/12/2013," 2,956.59 "
11/12/2013," 2,987.70 "
12/12/2013," 2,929.63 "
13/12/2013," 2,933.78 "
16/12/2013," 2,945.19 "
17/12/2013," 2,940.00 "
18/12/2013," 2,936.89 "
19/12/2013," 2,957.63 "
20/12/2013," 3,015.70 "
23/12/2013," 3,059.26 "
24/12/2013," 3,064.44 "
27/12/2013," 3,094.52 "
30/12/2013," 3,095.56 "
31/12/2013," 3,100.74 "
02/01/2014," 3,086.22 "
03/01/2014," 3,108.00 "
06/01/2014," 3,096.59 "
07/01/2014," 3,077.93 "
08/01/2014," 3,065.48 "
09/01/2014," 3,038.52 "
10/01/2014," 3,046.81 "
13/01/2014," 3,058.22 "
14/01/2014," 3,125.63 "
15/01/2014," 3,139.11 "
16/01/2014," 3,173.33 "
17/01/2014," 3,184.74 "
20/01/2014," 3,161.93 "
21/01/2014," 3,121.48 "
22/01/2014," 3,123.56 "
23/01/2014," 3,060.30 "
24/01/2014," 2,984.59 "
27/01/2014," 2,921.33 "
28/01/2014," 2,933.78 "
29/01/2014," 3,011.56 "
30/01/2014," 3,017.78 "
31/01/2014," 3,028.15 "
03/02/2014," 2,973.19 "
04/02/2014," 2,974.22 "
05/02/2014," 2,948.30 "
06/02/2014," 2,978.37 "
07/02/2014," 2,975.26 "
10/02/2014," 2,951.41 "
11/02/2014," 2,965.93 "
12/02/2014," 2,983.56 "
13/02/2014," 2,965.93 "
14/02/2014," 3,014.67 "
17/02/2014," 3,038.52 "
18/02/2014," 3,048.89 "
19/02/2014," 3,076.89 "
20/02/2014," 3,121.48 "
21/02/2014," 3,140.15 "
24/02/2014," 3,162.96 "
25/02/2014," 3,176.44 "
26/02/2014," 3,160.89 "
27/02/2014," 3,197.19 "
28/02/2014," 3,215.85 "
03/03/2014," 3,114.22 "
04/03/2014," 3,173.33 "
05/03/2014," 3,170.22 "
06/03/2014," 3,171.26 "
07/03/2014," 3,111.11 "
10/03/2014," 3,111.11 "
11/03/2014," 3,108.00 "
12/03/2014," 3,057.19 "
13/03/2014," 2,992.89 "
14/03/2014," 2,979.41 "
17/03/2014," 3,040.59 "
18/03/2014," 3,010.52 "
19/03/2014," 3,004.30 "
20/03/2014," 3,006.37 "
21/03/2014," 3,001.19 "
24/03/2014," 2,927.56 "
25/03/2014," 2,968.00 "
26/03/2014," 3,007.41 "
27/03/2014," 2,972.15 "
28/03/2014," 2,955.56 "
31/03/2014," 2,997.04 "
01/04/2014," 3,038.52 "
02/04/2014," 3,075.85 "
03/04/2014," 3,058.22 "
04/04/2014," 3,096.59 "
07/04/2014," 3,081.04 "
08/04/2014," 3,069.63 "
09/04/2014," 3,100.74 "
10/04/2014," 3,111.11 "
11/04/2014," 2,990.81 "
14/04/2014," 2,962.81 "
15/04/2014," 2,909.93 "
16/04/2014," 2,932.74 "
17/04/2014," 2,976.30 "
22/04/2014," 3,012.59 "
23/04/2014," 3,035.41 "
24/04/2014," 3,077.93 "
25/04/2014," 3,072.74 "
28/04/2014," 3,057.19 "
29/04/2014," 3,046.81 "
30/04/2014," 3,006.37 "
01/05/2014," 3,029.19 "
02/05/2014," 3,061.33 "
06/05/2014," 3,052.00 "
07/05/2014," 3,011.56 "
08/05/2014," 3,018.81 "
09/05/2014," 3,012.59 "
12/05/2014," 3,020.89 "
13/05/2014," 3,048.89 "
14/05/2014," 3,049.93 "
15/05/2014," 2,992.89 "
16/05/2014," 2,901.63 "
19/05/2014," 2,889.19 "
20/05/2014," 2,935.85 "
21/05/2014," 2,925.48 "
22/05/2014," 2,940.00 "
23/05/2014," 2,945.19 "
27/05/2014," 2,982.52 "
28/05/2014," 2,988.74 "
29/05/2014," 2,992.89 "
30/05/2014," 2,964.89 "
02/06/2014," 3,000.15 "
03/06/2014," 2,984.59 "
04/06/2014," 3,004.30 "
05/06/2014," 3,025.04 "
06/06/2014," 3,093.48 "
09/06/2014," 3,089.33 "
10/06/2014," 3,085.19 "
11/06/2014," 3,059.26 "
12/06/2014," 3,083.11 "
13/06/2014," 3,004.30 "
16/06/2014," 2,966.96 "
17/06/2014," 2,942.07 "
18/06/2014," 2,946.22 "
19/06/2014," 2,953.48 "
20/06/2014," 2,979.41 "
23/06/2014," 2,943.11 "
24/06/2014," 2,885.04 "
25/06/2014," 2,787.56 "
26/06/2014," 2,829.04 "
27/06/2014," 2,828.00 "
30/06/2014," 2,834.22 "
01/07/2014," 2,797.93 "
02/07/2014," 2,825.93 "
03/07/2014," 2,864.30 "
04/07/2014," 2,882.96 "
07/07/2014," 2,858.07 "
08/07/2014," 2,807.26 "
09/07/2014," 2,766.81 "
10/07/2014," 2,682.81 "
11/07/2014," 2,655.85 "
14/07/2014," 2,721.19 "
15/07/2014," 2,717.04 "
16/07/2014," 2,760.59 "
17/07/2014," 2,756.44 "
18/07/2014," 2,755.41 "
21/07/2014," 2,748.15 "
22/07/2014," 2,820.74 "
23/07/2014," 2,868.44 "
24/07/2014," 2,895.41 "
25/07/2014," 2,880.89 "
28/07/2014," 2,864.30 "
29/07/2014," 2,889.19 "
30/07/2014," 2,870.52 "
31/07/2014," 2,824.89 "
01/08/2014," 2,764.74 "
04/08/2014," 2,749.19 "
05/08/2014," 2,774.07 "
06/08/2014," 2,791.70 "
07/08/2014," 2,896.44 "
08/08/2014," 2,928.59 "
11/08/2014," 2,963.85 "
12/08/2014," 2,983.56 "
13/08/2014," 3,012.59 "
14/08/2014," 3,026.07 "
15/08/2014," 3,000.15 "
18/08/2014," 3,020.89 "
19/08/2014," 3,043.70 "
20/08/2014," 3,045.78 "
21/08/2014," 3,076.89 "
22/08/2014," 3,099.70 "
26/08/2014," 3,113.19 "
27/08/2014," 3,111.11 "
28/08/2014," 3,055.11 "
29/08/2014," 3,069.63 "
01/09/2014," 3,052.00 "
02/09/2014," 3,083.11 "
03/09/2014," 3,054.07 "
04/09/2014," 3,064.44 "
05/09/2014," 3,080.00 "
08/09/2014," 3,020.89 "
09/09/2014," 3,032.30 "
10/09/2014," 3,008.44 "
11/09/2014," 2,952.44 "
12/09/2014," 2,970.07 "
15/09/2014," 3,003.26 "
16/09/2014," 2,961.78 "
17/09/2014," 2,950.37 "
18/09/2014," 2,968.00 "
19/09/2014," 3,017.78 "
22/09/2014," 2,994.96 "
23/09/2014," 2,976.30 "
24/09/2014," 2,947.26 "
25/09/2014," 2,931.70 "
26/09/2014," 2,927.56 "
29/09/2014," 2,919.26 "
30/09/2014," 2,930.67 "
01/10/2014," 2,916.15 "
02/10/2014," 2,891.26 "
03/10/2014," 2,913.04 "
06/10/2014," 2,931.70 "
07/10/2014," 2,872.59 "
08/10/2014," 2,831.11 "
09/10/2014," 2,766.81 "
10/10/2014," 2,750.22 "
13/10/2014," 2,738.81 "
14/10/2014," 2,787.56 "
15/10/2014," 2,757.48 "
16/10/2014," 2,787.56 "
17/10/2014," 2,831.11 "
20/10/2014," 2,806.22 "
21/10/2014," 2,869.48 "
22/10/2014," 2,912.00 "
23/10/2014," 2,914.07 "
24/10/2014," 2,882.96 "
27/10/2014," 2,887.11 "
28/10/2014," 2,888.15 "
29/10/2014," 2,919.26 "
30/10/2014," 2,904.74 "
31/10/2014," 2,955.56 "
03/11/2014," 2,987.70 "
04/11/2014," 2,972.15 "
05/11/2014," 2,997.04 "
06/11/2014," 2,985.63 "
07/11/2014," 2,976.30 "
10/11/2014," 2,986.67 "
11/11/2014," 2,976.30 "
12/11/2014," 2,934.81 "
13/11/2014," 2,950.37 "
14/11/2014," 2,931.70 "
17/11/2014," 2,920.30 "
18/11/2014," 2,945.19 "
19/11/2014," 2,942.07 "
20/11/2014," 2,948.30 "
21/11/2014," 2,996.00 "
24/11/2014," 3,013.63 "
25/11/2014," 3,012.59 "
26/11/2014," 3,024.00 "
27/11/2014," 3,026.07 "
28/11/2014," 2,960.74 "
01/12/2014," 2,900.59 "
02/12/2014," 2,928.59 "
03/12/2014," 2,981.48 "
04/12/2014," 3,004.30 "
05/12/2014," 3,102.81 "
08/12/2014," 3,111.11 "
09/12/2014," 3,035.41 "
10/12/2014," 3,043.70 "
11/12/2014," 2,966.96 "
12/12/2014," 2,877.78 "
15/12/2014," 2,850.81 "
16/12/2014," 2,862.22 "
17/12/2014," 2,872.59 "
18/12/2014," 2,921.33 "
19/12/2014," 2,949.33 "
22/12/2014," 2,944.15 "
23/12/2014," 2,994.96 "
24/12/2014," 2,998.07 "
29/12/2014," 2,990.81 "
30/12/2014," 2,974.22 "
31/12/2014," 2,982.52 "
02/01/2015," 2,953.48 "
05/01/2015," 2,936.89 "
06/01/2015," 2,887.11 "
07/01/2015," 2,903.70 "
08/01/2015," 2,954.52 "
09/01/2015," 2,947.26 "
12/01/2015," 2,960.74 "
13/01/2015," 3,052.00 "
14/01/2015," 3,007.41 "
15/01/2015," 3,063.41 "
16/01/2015," 3,059.26 "
19/01/2015," 3,127.70 "
20/01/2015," 3,138.07 "
21/01/2015," 3,152.59 "
22/01/2015," 3,158.81 "
23/01/2015," 3,186.81 "
26/01/2015," 3,223.11 "
27/01/2015," 3,192.00 "
28/01/2015," 3,211.70 "
29/01/2015," 3,215.85 "
30/01/2015," 3,162.96 "
02/02/2015," 3,181.63 "
03/02/2015," 3,223.11 "
04/02/2015," 3,231.41 "
05/02/2015," 3,279.11 "
06/02/2015," 3,271.85 "
09/02/2015," 3,231.41 "
10/02/2015," 3,272.89 "
11/02/2015," 3,229.33 "
12/02/2015," 3,324.74 "
13/02/2015," 3,232.44 "
16/02/2015," 3,257.33 "
17/02/2015," 3,253.19 "
18/02/2015," 3,282.22 "
19/02/2015," 3,337.19 "
20/02/2015," 3,340.30 "
23/02/2015," 3,322.67 "
24/02/2015," 3,339.26 "
25/02/2015," 3,339.26 "
26/02/2015," 3,358.96 "
27/02/2015," 3,330.96 "
02/03/2015," 3,310.22 "
03/03/2015," 3,245.93 "
04/03/2015," 3,194.07 "
05/03/2015," 3,533.19 "
06/03/2015," 3,438.81 "
09/03/2015," 3,388.00 "
10/03/2015," 3,357.93 "
11/03/2015," 3,422.22 "
12/03/2015," 3,472.00 "
13/03/2015," 3,467.85 "
16/03/2015," 3,523.85 "
17/03/2015," 3,492.74 "
18/03/2015," 3,591.26 "
19/03/2015," 3,538.37 "
20/03/2015," 3,562.22 "
23/03/2015," 3,581.93 "
24/03/2015," 3,562.22 "
25/03/2015," 3,579.85 "
26/03/2015," 3,541.48 "
27/03/2015," 3,515.56 "
30/03/2015," 3,522.81 "
31/03/2015," 3,536.30 "
01/04/2015," 3,536.30 "
02/04/2015," 3,578.81 "
07/04/2015," 3,620.30 "
08/04/2015," 3,613.04 "
09/04/2015," 3,629.63 "
10/04/2015," 3,656.59 "
13/04/2015," 3,655.56 "
14/04/2015," 3,697.04 "
15/04/2015," 3,693.93 "
16/04/2015," 3,644.15 "
17/04/2015," 3,599.56 "
20/04/2015," 3,627.56 "
21/04/2015," 3,629.63 "
22/04/2015," 3,631.70 "
23/04/2015," 3,629.63 "
24/04/2015," 3,604.74 "
27/04/2015," 3,628.59 "
28/04/2015," 3,593.33 "
29/04/2015," 3,561.19 "
30/04/2015," 3,507.26 "
01/05/2015," 3,539.41 "
05/05/2015," 3,538.37 "
06/05/2015," 3,521.78 "
07/05/2015," 3,550.81 "
08/05/2015," 3,673.19 "
11/05/2015," 3,452.30 "
12/05/2015," 3,422.22 "
13/05/2015," 3,478.22 "
14/05/2015," 3,495.85 "
15/05/2015," 3,540.44 "
18/05/2015," 3,551.85 "
19/05/2015," 3,584.00 "
20/05/2015," 3,603.70 "
21/05/2015," 3,617.19 "
22/05/2015," 3,624.44 "
26/05/2015," 3,638.96 "
27/05/2015," 3,629.63 "
28/05/2015," 3,636.89 "
29/05/2015," 3,615.11 "
01/06/2015," 3,634.81 "
02/06/2015," 3,648.30 "
03/06/2015," 3,676.30 "
04/06/2015," 3,629.63 "
05/06/2015," 3,589.19 "
08/06/2015," 3,551.85 "
09/06/2015," 3,564.30 "
10/06/2015," 3,604.74 "
11/06/2015," 3,613.04 "
12/06/2015," 3,603.70 "
15/06/2015," 3,414.00 "
16/06/2015," 3,448.00 "
17/06/2015," 3,406.00 "
18/06/2015," 3,398.00 "
19/06/2015," 3,428.00 "
22/06/2015," 3,443.00 "
23/06/2015," 3,467.00 "
24/06/2015," 3,451.00 "
25/06/2015," 3,461.00 "
26/06/2015," 3,450.00 "
29/06/2015," 3,374.00 "
30/06/2015," 3,393.00 "
01/07/2015," 3,403.00 "
02/07/2015," 3,370.00 "
03/07/2015," 3,355.00 "
06/07/2015," 3,336.00 "
07/07/2015," 3,267.00 "
08/07/2015," 3,268.00 "
09/07/2015," 3,315.00 "
10/07/2015," 3,351.00 "
13/07/2015," 3,382.00 "
14/07/2015," 3,366.00 "
15/07/2015," 3,334.00 "
16/07/2015," 3,356.00 "
17/07/2015," 3,347.00 "
20/07/2015," 3,375.00 "
21/07/2015," 3,366.00 "
22/07/2015," 3,320.00 "
23/07/2015," 3,314.00 "
24/07/2015," 3,278.00 "
27/07/2015," 3,246.00 "
28/07/2015," 3,241.00 "
29/07/2015," 3,262.00 "
30/07/2015," 3,312.00 "
31/07/2015," 3,316.00 "
03/08/2015," 3,372.00 "
04/08/2015," 3,389.00 "
05/08/2015," 3,229.00 "
06/08/2015," 3,229.00 "
07/08/2015," 3,219.00 "
10/08/2015," 3,255.00 "
11/08/2015," 3,239.00 "
12/08/2015," 3,202.00 "
13/08/2015," 3,279.00 "
14/08/2015," 3,324.00 "
17/08/2015," 3,331.00 "
18/08/2015," 3,340.00 "
19/08/2015," 3,249.00 "
20/08/2015," 3,203.00 "
21/08/2015," 3,111.00 "
24/08/2015," 3,021.00 "
25/08/2015," 3,114.00 "
26/08/2015," 3,056.00 "
27/08/2015," 3,098.00 "
28/08/2015," 3,154.00 "
01/09/2015," 3,058.00 "
02/09/2015," 3,087.00 "
03/09/2015," 3,110.00 "
04/09/2015," 3,050.00 "
07/09/2015," 3,059.00 "
08/09/2015," 3,077.00 "
09/09/2015," 3,091.00 "
10/09/2015," 3,047.00 "
11/09/2015," 3,037.00 "
14/09/2015," 3,016.00 "
15/09/2015," 3,010.00 "
16/09/2015," 3,019.00 "
17/09/2015," 2,985.00 "
18/09/2015," 2,903.00 "
21/09/2015," 2,866.00 "
22/09/2015," 2,777.00 "
23/09/2015," 2,790.00 "
24/09/2015," 2,750.00 "
25/09/2015," 2,821.00 "
28/09/2015," 2,812.00 "
29/09/2015," 2,778.00 "
30/09/2015," 2,801.00 "
01/10/2015," 2,833.00 "
02/10/2015," 2,860.00 "
05/10/2015," 2,917.00 "
06/10/2015," 2,919.00 "
07/10/2015," 2,928.00 "
08/10/2015," 2,944.00 "
09/10/2015," 3,008.00 "
12/10/2015," 2,988.00 "
13/10/2015," 2,942.00 "
14/10/2015," 2,934.00 "
15/10/2015," 2,949.00 "
16/10/2015," 2,925.00 "
19/10/2015," 2,929.00 "
20/10/2015," 2,937.00 "
21/10/2015," 2,957.00 "
22/10/2015," 2,965.00 "
23/10/2015," 3,036.00 "
26/10/2015," 3,017.00 "
27/10/2015," 2,993.00 "
28/10/2015," 3,035.00 "
29/10/2015," 3,040.00 "
30/10/2015," 3,041.00 "
02/11/2015," 3,066.00 "
03/11/2015," 3,079.00 "
04/11/2015," 3,110.00 "
05/11/2015," 3,107.00 "
06/11/2015," 3,131.00 "
09/11/2015," 3,130.00 "
10/11/2015," 3,123.00 "
11/11/2015," 3,113.00 "
12/11/2015," 2,956.00 "
13/11/2015," 2,931.00 "
16/11/2015," 2,908.00 "
17/11/2015," 3,023.00 "
18/11/2015," 2,990.00 "
19/11/2015," 2,991.00 "
20/11/2015," 3,023.00 "
23/11/2015," 3,023.00 "
24/11/2015," 3,002.00 "
25/11/2015," 3,053.00 "
26/11/2015," 3,064.00 "
27/11/2015," 3,090.00 "
30/11/2015," 3,120.00 "
01/12/2015," 3,134.00 "
02/12/2015," 3,110.00 "
03/12/2015," 3,096.00 "
04/12/2015," 3,096.00 "
07/12/2015," 3,112.00 "
08/12/2015," 3,067.00 "
09/12/2015," 3,097.00 "
10/12/2015," 3,109.00 "
11/12/2015," 3,059.00 "
14/12/2015," 3,017.00 "
15/12/2015," 3,057.00 "
16/12/2015," 3,081.00 "
17/12/2015," 3,092.00 "
18/12/2015," 3,196.00 "
21/12/2015," 3,188.00 "
22/12/2015," 3,206.00 "
23/12/2015," 3,256.00 "
24/12/2015," 3,309.00 "
29/12/2015," 3,277.00 "
30/12/2015," 3,293.00 "
31/12/2015," 3,283.00 "
04/01/2016," 3,190.00 "
05/01/2016," 3,225.00 "
06/01/2016," 3,191.00 "
07/01/2016," 3,175.00 "
08/01/2016," 3,129.00 "
11/01/2016," 3,114.00 "
12/01/2016," 3,138.00 "
13/01/2016," 3,066.00 "
14/01/2016," 2,998.00 "
15/01/2016," 2,949.00 "
18/01/2016," 2,916.00 "
19/01/2016," 2,947.00 "
20/01/2016," 2,896.00 "
21/01/2016," 2,907.00 "
22/01/2016," 2,988.00 "
25/01/2016," 2,982.00 "
26/01/2016," 2,966.00 "
27/01/2016," 2,986.00 "
28/01/2016," 2,992.00 "
29/01/2016," 3,052.00 "
01/02/2016," 3,007.00 "
02/02/2016," 2,918.00 "
03/02/2016," 2,888.00 "
04/02/2016," 2,900.00 "
05/02/2016," 2,903.00 "
08/02/2016," 2,757.00 "
09/02/2016," 2,775.00 "
10/02/2016," 2,763.00 "
11/02/2016," 2,725.00 "
12/02/2016," 2,812.00 "
15/02/2016," 2,915.00 "
16/02/2016," 2,929.00 "
17/02/2016," 3,008.00 "
18/02/2016," 3,060.00 "
19/02/2016," 3,038.00 "
22/02/2016," 3,082.00 "
23/02/2016," 3,072.00 "
24/02/2016," 3,050.00 "
25/02/2016," 3,056.00 "
26/02/2016," 3,108.00 "
29/02/2016," 3,145.00 "
01/03/2016," 3,227.00 "
02/03/2016," 3,240.00 "
03/03/2016," 3,322.00 "
04/03/2016," 3,452.00 "
07/03/2016," 3,456.00 "
08/03/2016," 3,455.00 "
09/03/2016," 3,448.00 "
10/03/2016," 3,400.00 "
11/03/2016," 3,446.00 "
14/03/2016," 3,463.00 "
15/03/2016," 3,439.00 "
16/03/2016," 3,466.00 "
17/03/2016," 3,482.00 "
18/03/2016," 3,500.00 "
21/03/2016," 3,491.00 "
22/03/2016," 3,546.00 "
23/03/2016," 3,562.00 "
24/03/2016," 3,530.00 "
29/03/2016," 3,553.00 "
30/03/2016," 3,651.00 "
31/03/2016," 3,640.00 "
01/04/2016," 3,562.00 "
04/04/2016," 3,591.00 "
05/04/2016," 3,550.00 "
06/04/2016," 3,567.00 "
07/04/2016," 3,549.00 "
08/04/2016," 3,575.00 "
11/04/2016," 3,557.00 "
12/04/2016," 3,586.00 "
13/04/2016," 3,630.00 "
14/04/2016," 3,602.00 "
15/04/2016," 3,603.00 "
18/04/2016," 3,550.00 "
19/04/2016," 3,559.00 "
20/04/2016," 3,557.00 "
21/04/2016," 3,540.00 "
22/04/2016," 3,543.00 "
25/04/2016," 3,530.00 "
26/04/2016," 3,515.00 "
27/04/2016," 3,505.00 "
28/04/2016," 3,424.00 "
29/04/2016," 3,415.00 "
03/05/2016," 3,389.00 "
04/05/2016," 3,375.00 "
05/05/2016," 3,386.00 "
06/05/2016," 3,441.00 "
09/05/2016," 3,443.00 "
10/05/2016," 3,456.00 "
11/05/2016," 3,487.00 "
12/05/2016," 3,428.00 "
13/05/2016," 3,431.00 "
16/05/2016," 3,459.00 "
17/05/2016," 3,452.00 "
18/05/2016," 3,457.00 "
19/05/2016," 3,399.00 "
20/05/2016," 3,443.00 "
23/05/2016," 3,467.00 "
24/05/2016," 3,473.00 "
25/05/2016," 3,478.00 "
26/05/2016," 3,465.00 "
27/05/2016," 3,445.00 "
31/05/2016," 3,450.00 "
01/06/2016," 3,457.00 "
02/06/2016," 3,477.00 "
03/06/2016," 3,459.00 "
06/06/2016," 3,518.00 "
07/06/2016," 3,507.00 "
08/06/2016," 3,505.00 "
09/06/2016," 3,470.00 "
10/06/2016," 3,404.00 "
13/06/2016," 3,355.00 "
14/06/2016," 3,341.00 "
15/06/2016," 3,386.00 "
16/06/2016," 3,289.00 "
17/06/2016," 3,383.00 "
20/06/2016," 3,491.00 "
21/06/2016," 3,450.00 "
22/06/2016," 3,471.00 "
23/06/2016," 3,535.00 "
24/06/2016," 3,460.00 "
27/06/2016," 3,433.00 "
28/06/2016," 3,532.00 "
29/06/2016," 3,645.00 "
30/06/2016," 3,740.00 "
01/07/2016," 3,775.00 "
04/07/2016," 3,745.00 "
05/07/2016," 3,690.00 "
06/07/2016," 3,734.00 "
07/07/2016," 3,748.00 "
08/07/2016," 3,809.00 "
11/07/2016," 3,884.00 "
12/07/2016," 3,885.00 "
13/07/2016," 3,907.00 "
14/07/2016," 3,891.00 "
15/07/2016," 3,880.00 "
18/07/2016," 3,852.00 "
19/07/2016," 3,869.00 "
20/07/2016," 3,866.00 "
21/07/2016," 3,864.00 "
22/07/2016," 3,881.00 "
25/07/2016," 3,929.00 "
26/07/2016," 3,958.00 "
27/07/2016," 4,012.00 "
28/07/2016," 3,989.00 "
29/07/2016," 3,983.00 "
01/08/2016," 3,965.00 "
02/08/2016," 3,949.00 "
03/08/2016," 3,970.00 "
04/08/2016," 4,015.00 "
05/08/2016," 4,059.00 "
08/08/2016," 4,102.00 "
09/08/2016," 4,348.00 "
10/08/2016," 4,415.00 "
11/08/2016," 4,486.00 "
12/08/2016," 4,444.00 "
15/08/2016," 4,442.00 "
16/08/2016," 4,409.00 "
17/08/2016," 4,370.00 "
18/08/2016," 4,389.00 "
19/08/2016," 4,386.00 "
22/08/2016," 4,381.00 "
23/08/2016," 4,441.00 "
24/08/2016," 4,412.00 "
25/08/2016," 4,410.00 "
26/08/2016," 4,437.00 "
30/08/2016," 4,374.00 "
31/08/2016," 4,334.00 "
01/09/2016," 4,332.00 "
02/09/2016," 4,401.00 "
05/09/2016," 4,404.00 "
06/09/2016," 4,404.00 "
07/09/2016," 4,405.00 "
08/09/2016," 4,386.00 "
09/09/2016," 4,328.00 "
12/09/2016," 4,301.00 "
13/09/2016," 4,286.00 "
14/09/2016," 4,365.00 "
15/09/2016," 4,428.00 "
16/09/2016," 4,417.00 "
19/09/2016," 4,454.00 "
20/09/2016," 4,490.00 "
21/09/2016," 4,463.00 "
22/09/2016," 4,501.00 "
23/09/2016," 4,472.00 "
26/09/2016," 4,413.00 "
27/09/2016," 4,412.00 "
28/09/2016," 4,447.00 "
29/09/2016," 4,490.00 "
30/09/2016," 4,495.00 "
03/10/2016," 4,536.00 "
04/10/2016," 4,669.00 "
05/10/2016," 4,595.00 "
06/10/2016," 4,578.00 "
07/10/2016," 4,561.00 "
10/10/2016," 4,585.00 "
11/10/2016," 4,572.00 "
12/10/2016," 4,553.00 "
13/10/2016," 4,513.00 "
